证券代码,订单日期,证券名称,订单等级,订单数量,订单金额,折扣点,运输方式,2018净利润（万元）,单价,运输成本,区域,省份,产品类型,行业类别,产品名称,产品包箱,运输日期
59776,2009/3/9 0:00,唐凤,低级,35,285.01,0.01,空运,124.82,7.64,1.39,西南,云南,办公用品,信封,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/3/13 0:00
59777,2010/12/12 0:00,陈岩,高级,19,917.31,0.05,空运,-139.86,49.99,19.99,西南,云南,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/12/13 0:00
59985,2012/3/17 0:00,胡炎,中级,5,44.17,0.02,火车,23.41,7.59,4,西南,云南,家具产品,办公装饰品,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2012/3/20 0:00
59985,2012/3/17 0:00,胡炎,中级,37,192.92,0.09,火车,74.58,5.43,0.95,西南,云南,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2012/3/19 0:00
8545,2009/6/17 0:00,谢子扬,低级,25,113.75,0,火车,-77.34,4.13,5.34,华北,内蒙古,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/6/21 0:00
8545,2009/6/17 0:00,谢子扬,低级,24,3081.95,0.1,大卡,-662.8,130.98,54.74,华北,内蒙古,家具产品,书架,Kleencut_ Forged Office Shears by Acme United Corporation,巨型纸箱,2009/6/21 0:00
8546,2012/4/1 0:00,张弛 ,高级,4,51.94,0.03,空运,-12.48,10.01,1.99,华北,内蒙古,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2012/4/3 0:00
8870,2010/3/5 0:00,崔晨,其它,15,441.58,0.07,火车,117.39,30.98,5.09,华北,内蒙古,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/3/6 0:00
9219,2009/9/28 0:00,胡燕生,低级,41,273.32,0.02,火车,-48.68,6.48,5.14,华北,内蒙古,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/9/30 0:00
9344,2011/12/6 0:00,邱晓文,低级,31,3448.6455,0.02,火车,900.41,125.99,8.99,华北,内蒙古,技术产品,电话通信产品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/12/6 0:00
9824,2011/1/22 0:00,张兴胜,中级,5,21.56,0,火车,2.75,4.13,0.5,华北,内蒙古,办公用品,标签,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/1/24 0:00
9829,2011/12/8 0:00,何春香,中级,23,750.39,0.04,火车,133.71,30.98,11.63,华北,内蒙古,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/12/9 0:00
9829,2011/12/8 0:00,何春香,中级,4,18.46,0.06,火车,-0.43,4.91,0.5,华北,内蒙古,办公用品,标签,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/12/10 0:00
9925,2012/1/30 0:00,刘草莓,中级,17,86.47,0.07,火车,-9.35,5.28,2.99,华北,内蒙古,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/2/1 0:00
10212,2010/5/23 0:00,张玉,低级,22,1276.17,0,火车,564.22,55.48,6.79,华北,内蒙古,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/5/27 0:00
10213,2011/2/17 0:00,朱春龙,高级,12,464.57,0.04,火车,-79.18,39.98,4,华北,内蒙古,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/2/19 0:00
10245,2011/2/13 0:00,谢语晨,中级,27,2645.88,0.06,大卡,-1231.98,100.98,57.38,华北,内蒙古,家具产品,书架,Kleencut_ Forged Office Shears by Acme United Corporation,巨型纸箱,2011/2/14 0:00
10306,2010/7/21 0:00,韩庆峰,低级,20,310.31,0.02,火车,51.5,14.58,7.4,华北,内蒙古,家具产品,办公装饰品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/7/21 0:00
10308,2011/4/20 0:00,朱洪利,高级,40,5554.036,0.09,火车,1153.84,175.99,8.99,华北,内蒙古,技术产品,电话通信产品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/4/22 0:00
10563,2010/9/29 0:00,张标,中级,50,312.42,0.08,火车,-90.42,6.48,5.4,华北,内蒙古,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/10/1 0:00
10658,2009/8/27 0:00,何碧刚,低级,12,190.73,0.1,火车,-69.64,15.99,9.4,华北,内蒙古,技术产品,办公机器,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/8/27 0:00
10661,2009/1/23 0:00,王金凯,其它,18,136.41,0,火车,-99.34,6.84,8.37,华北,内蒙古,办公用品,剪刀，尺子，锯,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2009/1/24 0:00
11169,2010/5/21 0:00,邱伟民,中级,44,109.18,0.09,火车,37.17,2.61,0.5,华北,内蒙古,办公用品,标签,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/5/21 0:00
11779,2010/6/29 0:00,沈鸽,其它,45,311.1,0.04,火车,86.6,6.88,2,华北,内蒙古,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2010/7/1 0:00
11779,2010/6/29 0:00,沈鸽,其它,43,452.93,0.09,火车,-172.34,10.97,6.5,华北,内蒙古,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/6/30 0:00
11782,2012/7/28 0:00,任磊,低级,46,247.21,0.02,火车,-63.72,4.98,4.75,华北,内蒙古,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/8/2 0:00
12099,2009/9/11 0:00,邱海军,中级,1,17.59,0.06,空运,10.85,2.61,0.5,华北,内蒙古,办公用品,标签,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/9/11 0:00
12196,2010/6/2 0:00,李栋,其它,25,10330.94,0.07,火车,2914.56,419.19,19.99,华北,内蒙古,办公用品,容器，箱子,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/6/2 0:00
12259,2010/2/14 0:00,张槟   ,高级,45,1379.62,0.1,火车,-66.07,31.98,6.72,华北,内蒙古,办公用品,容器，箱子,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/2/15 0:00
12261,2010/10/23 0:00,杨成,低级,12,2237.76,0.1,大卡,151.86,200.98,23.76,华北,内蒙古,家具产品,椅子,Kleencut_ Forged Office Shears by Acme United Corporation,巨型木箱,2010/10/28 0:00
12261,2010/10/23 0:00,杨成,低级,4,20.59,0.02,空运,1.19,3.98,0.83,华北,内蒙古,办公用品,笔、美术用品,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2010/10/27 0:00
12261,2010/10/23 0:00,杨成,低级,23,217.35,0,火车,-67.19,8.74,8.29,华北,内蒙古,办公用品,信封,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/10/30 0:00
12417,2010/10/24 0:00,刘虎,中级,19,137.84,0.06,火车,34.31,7.4,1.71,华北,内蒙古,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2010/10/26 0:00
12642,2009/4/27 0:00,蒙晓平 ,中级,14,572.33,0.01,火车,-62.28,39.98,7.12,华北,内蒙古,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/4/29 0:00
12704,2010/2/9 0:00,郑则强,低级,44,21506.77,0.06,火车,1260.51,499.99,24.49,华北,内蒙古,技术产品,复印机、传真机,Kleencut_ Forged Office Shears by Acme United Corporation,大型箱子,2010/2/9 0:00
12704,2010/2/9 0:00,郑则强,低级,28,669.02,0.02,大卡,-1274.02,20.98,53.03,华北,内蒙古,办公用品,容器，箱子,Kleencut_ Forged Office Shears by Acme United Corporation,巨型木箱,2010/2/11 0:00
32,2011/7/15 0:00,姚文文,高级,24,1761.4,0.09,大卡,-1748.56,70.89,89.3,华北,内蒙古,家具产品,桌子,Kleencut_ Forged Office Shears by Acme United Corporation,巨型纸箱,2011/7/16 0:00
32,2011/7/15 0:00,姚文文,高级,23,160.2335,0.04,火车,-85.13,7.99,5.03,华北,内蒙古,技术产品,电话通信产品,Kleencut_ Forged Office Shears by Acme United Corporation,中型箱子,2011/7/17 0:00
323,2009/3/25 0:00,高磊,中级,2,55.34,0.06,火车,-31.24,22.84,11.54,华北,内蒙古,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/3/27 0:00
326,2011/6/3 0:00,郎雨生,高级,34,218.27,0.03,火车,-44.14,5.99,4.92,华北,内蒙古,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/6/4 0:00
326,2011/6/3 0:00,郎雨生,高级,17,100.95,0.05,火车,-21.3,5.81,3.37,华北,内蒙古,办公用品,橡皮筋,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2011/6/4 0:00
483,2011/7/10 0:00,邱玉红,高级,30,4965.7595,0.08,火车,1198.97,195.99,3.99,华北,内蒙古,技术产品,电话通信产品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/7/12 0:00
513,2011/4/30 0:00,谢愚舅,高级,33,5437.92,0,大卡,-684.57,150.89,60.2,华北,内蒙古,家具产品,椅子,Kleencut_ Forged Office Shears by Acme United Corporation,巨型木箱,2011/4/30 0:00
769,2010/6/1 0:00,胡张坤,中级,37,4261.94,0.02,大卡,4.15,115.99,56.14,华北,内蒙古,技术产品,办公机器,Kleencut_ Forged Office Shears by Acme United Corporation,巨型木箱,2010/6/2 0:00
835,2011/10/7 0:00,包忠然,其它,18,125.16,0.02,火车,-23.48,6.48,5.14,华北,内蒙古,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/10/8 0:00
898,2010/6/2 0:00,刘珩,高级,26,7668.55,0.04,大卡,-715.78,296.18,54.12,华北,内蒙古,家具产品,桌子,Kleencut_ Forged Office Shears by Acme United Corporation,巨型纸箱,2010/6/2 0:00
962,2009/5/5 0:00,蔡松敏,低级,47,3213.87,0.08,大卡,-1069.72,68.81,60,华北,内蒙古,办公用品,家用电器,Kleencut_ Forged Office Shears by Acme United Corporation,巨型木箱,2009/5/7 0:00
964,2011/5/19 0:00,邓宇,中级,50,315.02,0.02,火车,95.16,5.98,1.49,华北,内蒙古,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/5/21 0:00
1127,2011/9/18 0:00,杨光,其它,48,5340.5,0.01,火车,1215.28,110.98,13.99,华北,内蒙古,家具产品,办公装饰品,Kleencut_ Forged Office Shears by Acme United Corporation,中型箱子,2011/9/19 0:00
1444,2009/12/5 0:00,冯丽冰,中级,24,416.4,0.02,火车,24.33,17.15,4.96,华北,内蒙古,办公用品,容器，箱子,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/12/7 0:00
1445,2011/1/9 0:00,赵和,中级,30,339.49,0.08,火车,-74.21,11.97,5.81,华北,内蒙古,办公用品,笔、美术用品,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2011/1/11 0:00
1701,2012/5/18 0:00,魏松敏,高级,1,56.61,0.02,火车,-22.16,40.97,14.45,华北,内蒙古,家具产品,办公装饰品,Kleencut_ Forged Office Shears by Acme United Corporation,大型箱子,2012/5/20 0:00
1702,2011/5/6 0:00,曹苑,高级,23,67.24,0.06,火车,4.9,2.84,0.93,华北,内蒙古,办公用品,笔、美术用品,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2011/5/7 0:00
1857,2010/1/12 0:00,侯丽,高级,37,199.76,0.07,火车,20,5.58,1.99,华北,内蒙古,办公用品,笔、美术用品,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2010/1/13 0:00
1888,2010/10/30 0:00,包广宇,其它,35,158.25,0.09,火车,-114.74,4.57,5.42,华北,内蒙古,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/10/31 0:00
1895,2009/5/29 0:00,赵若男,中级,5,41.25,0.02,火车,-23.25,6.48,7.91,华北,内蒙古,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/5/31 0:00
2466,2009/3/5 0:00,肖海峰,中级,25,2553.84,0.05,火车,553.7,107.53,5.81,华北,内蒙古,家具产品,办公装饰品,Kleencut_ Forged Office Shears by Acme United Corporation,中型箱子,2009/3/6 0:00
2467,2011/7/15 0:00,牛莉丽,其它,30,4147.47,0.09,大卡,586.61,145.45,17.85,华北,内蒙古,技术产品,办公机器,Kleencut_ Forged Office Shears by Acme United Corporation,巨型木箱,2011/7/16 0:00
2500,2012/8/14 0:00,夏建东,高级,5,22.56,0.04,火车,-25.56,3.36,6.27,华北,内蒙古,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/8/16 0:00
2658,2011/9/22 0:00,吕佳 ,中级,34,229.51,0.04,火车,-189.33,6.48,9.54,华北,内蒙古,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/9/23 0:00
2852,2010/1/15 0:00,那木,中级,10,74.87,0.02,火车,-43.97,6.48,8.19,华北,内蒙古,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/1/15 0:00
3169,2010/12/20 0:00,庄斌,中级,7,35.58,0.04,火车,-19.95,4.42,4.99,华北,内蒙古,办公用品,信封,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/12/21 0:00
3459,2009/7/27 0:00,张坤,其它,24,2152.404,0.1,空运,218.87,110.99,8.99,华北,内蒙古,技术产品,电话通信产品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/7/29 0:00
3521,2012/10/25 0:00,杨雪艳 ,低级,50,204.11,0.06,火车,28.71,4.28,0.94,华北,内蒙古,办公用品,笔、美术用品,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2012/10/27 0:00
3522,2009/9/25 0:00,邓娟丽,低级,33,1935.17,0.09,火车,-991.07,60.98,49,华北,内蒙古,办公用品,家用电器,Kleencut_ Forged Office Shears by Acme United Corporation,大型箱子,2009/10/2 0:00
4069,2012/5/12 0:00,郑帅,中级,30,78.46,0.05,火车,18.57,2.62,0.8,华北,内蒙古,办公用品,橡皮筋,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2012/5/15 0:00
4070,2011/6/11 0:00,李青,高级,22,646.07,0.06,空运,237.75,28.48,1.99,华北,内蒙古,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2011/6/11 0:00
4096,2012/7/2 0:00,吕大强,其它,21,128.28,0.04,火车,53.58,6.3,0.5,华北,内蒙古,办公用品,标签,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/7/3 0:00
4391,2012/2/17 0:00,杨波,高级,20,2592.432,0.06,火车,428.47,155.99,3.9,华北,内蒙古,技术产品,电话通信产品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/2/19 0:00
4416,2012/6/29 0:00,赵江玲,低级,46,7441.29,0.1,火车,2665.4,165.98,19.99,华北,内蒙古,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/7/3 0:00
4454,2009/2/1 0:00,赵江玲,低级,17,55.45,0.01,火车,21.42,3.08,0.5,华北,内蒙古,办公用品,标签,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/2/6 0:00
4706,2012/12/28 0:00,夏季 ,其它,30,2116.7,0.02,火车,488.82,67.28,19.99,华北,内蒙古,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/12/30 0:00
4743,2010/3/30 0:00,宋小俊,低级,29,352.55,0.09,火车,128.99,12.97,1.49,华北,内蒙古,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/4/3 0:00
4804,2012/1/27 0:00,包广宇,高级,13,463.83,0,火车,103.26,33.98,1.99,华北,内蒙古,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2012/1/28 0:00
4835,2009/10/24 0:00,杨波,中级,3,9.4,0.04,火车,-7.6,2.52,1.92,华北,内蒙古,办公用品,剪刀，尺子，锯,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2009/10/24 0:00
4839,2009/5/9 0:00,聂帅,中级,24,159.43,0.05,火车,-120.59,6.48,8.73,华北,内蒙古,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/5/9 0:00
5217,2011/10/12 0:00,赵磊华,高级,8,339.35,0.03,空运,27.88,40.98,5.33,华北,内蒙古,办公用品,家用电器,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2011/10/12 0:00
5568,2011/6/6 0:00,于庆丰,中级,8,120.22,0.07,火车,52.69,14.34,5,华北,内蒙古,家具产品,办公装饰品,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2011/6/7 0:00
5767,2012/4/28 0:00,陈平东,高级,31,2390.54,0.08,火车,756.1,82.99,5.5,华北,内蒙古,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/4/30 0:00
6144,2009/6/21 0:00,李文峰,中级,24,67.35,0.07,火车,22.63,2.88,0.5,华北,内蒙古,办公用品,标签,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/6/24 0:00
6144,2009/6/21 0:00,李文峰,中级,4,1472.31,0.03,大卡,-223.59,348.21,40.19,华北,内蒙古,家具产品,桌子,Kleencut_ Forged Office Shears by Acme United Corporation,巨型纸箱,2009/6/22 0:00
6337,2011/8/31 0:00,黄锦凯,其它,48,3397.72,0.01,火车,-912.08,70.71,37.58,华北,内蒙古,家具产品,办公装饰品,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2011/9/2 0:00
6337,2011/8/31 0:00,黄锦凯,其它,1,449.42,0.07,大卡,-261.61,376.13,85.63,华北,内蒙古,家具产品,桌子,Kleencut_ Forged Office Shears by Acme United Corporation,巨型纸箱,2011/9/1 0:00
6501,2012/1/13 0:00,谢纬凡,高级,46,4617.336,0.09,火车,978.35,125.99,7.69,华北,内蒙古,技术产品,电话通信产品,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2012/1/15 0:00
6880,2009/5/25 0:00,杨震卿,中级,5,235.49,0.06,火车,21.78,47.9,5.86,华北,内蒙古,办公用品,纸张,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/5/27 0:00
6978,2010/12/9 0:00,谢云,高级,47,371.95,0.07,火车,-87.4,8.12,2.83,华北,内蒙古,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2010/12/10 0:00
7203,2009/1/8 0:00,王勇民,高级,25,21752.01,0.03,火车,9296.35,896.99,19.99,华北,内蒙古,办公用品,夹子及其配件 ,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/1/10 0:00
7429,2010/5/26 0:00,谢云,其它,33,1379.34,0.04,火车,-470.85,40.48,19.99,华北,内蒙古,技术产品,电脑配件,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2010/5/27 0:00
7461,2009/1/12 0:00,李善轩,低级,12,4080.3,0.05,大卡,593.79,350.99,39,华北,内蒙古,家具产品,椅子,Kleencut_ Forged Office Shears by Acme United Corporation,巨型木箱,2009/1/14 0:00
7461,2009/1/12 0:00,李善轩,低级,28,260.79,0,火车,111.4,8.74,1.39,华北,内蒙古,办公用品,信封,Kleencut_ Forged Office Shears by Acme United Corporation,小型箱子,2009/1/16 0:00
7461,2009/1/12 0:00,李善轩,低级,44,90.35,0.02,火车,-16.72,1.98,0.7,华北,内蒙古,办公用品,橡皮筋,Kleencut_ Forged Office Shears by Acme United Corporation,打包纸袋,2009/1/16 0:00
7462,2011/2/20 0:00,姜昊,高级,3,72.63,0.07,空运,-26.94,22.01,5.53,华北,内蒙古,办公用品,笔、美术用品,Kleencut_ Forged Office Shears by Acme United Corporation,小型包裹,2011/2/21 0:00
